fuel_type,manufacturing_year,vehicle_age,pricein_lakhs
Gasoline,2007.0,18.0,"$6,900"
Gasoline,2021.0,4.0,"$39,990"
Gasoline,2015.0,10.0,"$80,000"
E85 Flex Fuel,2009.0,16.0,"$15,000"
Gasoline,2020.0,5.0,"$38,500"
Gasoline,2021.0,4.0,"$39,998"
Hybrid,2020.0,5.0,"$41,900"
Hybrid,2023.0,2.0,"$29,999"
Gasoline,2001.0,24.0,"$10,500"
Gasoline,2022.0,3.0,"$50,000"
Gasoline,2023.0,2.0,"$92,000"
Gasoline,2007.0,18.0,"$19,000"
Gasoline,2017.0,8.0,"$20,997"
Gasoline,2011.0,14.0,"$16,600"
Gasoline,2020.0,5.0,"$55,999"
Hybrid,2019.0,6.0,"$43,000"
Gasoline,2018.0,7.0,"$26,999"
Gasoline,2003.0,22.0,"$12,500"
Gasoline,2022.0,3.0,"$36,500"
Gasoline,2007.0,18.0,"$15,000"
Gasoline,2019.0,6.0,"$34,995"
Hybrid,2020.0,5.0,"$39,900"
Diesel,2016.0,9.0,"$24,500"
Gasoline,2005.0,20.0,"$49,999"
Gasoline,2022.0,3.0,"$85,989"
Gasoline,2021.0,4.0,"$30,900"
Gasoline,2020.0,5.0,"$107,900"
Gasoline,2007.0,18.0,"$27,000"
Gasoline,2018.0,7.0,"$42,500"
Gasoline,2021.0,4.0,"$31,933"
E85 Flex Fuel,2012.0,13.0,"$16,100"
Gasoline,2022.0,3.0,"$89,900"
Gasoline,2016.0,9.0,"$15,100"
Gasoline,2017.0,8.0,"$44,600"
Gasoline,2020.0,5.0,"$19,000"
Gasoline,2015.0,10.0,"$13,200"
Gasoline,2012.0,13.0,"$5,000"
E85 Flex Fuel,2018.0,7.0,"$46,000"
Gasoline,2019.0,6.0,"$51,900"
Gasoline,2010.0,15.0,"$3,500"
Gasoline,2012.0,13.0,"$9,995"
Gasoline,2012.0,13.0,"$10,999"
Gasoline,2018.0,7.0,"$113,000"
Gasoline,2019.0,6.0,"$36,800"
Gasoline,2018.0,7.0,"$26,900"
Gasoline,2022.0,3.0,"$209,995"
Gasoline,2016.0,9.0,"$73,000"
Gasoline,2021.0,4.0,"$72,980"
Hybrid,2015.0,10.0,"$11,500"
Gasoline,2012.0,13.0,"$12,500"
Gasoline,2013.0,12.0,"$59,500"
Gasoline,2012.0,13.0,"$9,000"
Gasoline,2019.0,6.0,"$23,900"
Gasoline,2017.0,8.0,"$32,500"
Gasoline,2019.0,6.0,"$48,990"
Plug-In Hybrid,2022.0,3.0,"$44,990"
Gasoline,2022.0,3.0,"$92,500"
Gasoline,2017.0,8.0,"$16,995"
Gasoline,2014.0,11.0,"$32,000"
Gasoline,2021.0,4.0,"$34,000"
Gasoline,2016.0,9.0,"$15,450"
Gasoline,2001.0,24.0,"$16,995"
Gasoline,2017.0,8.0,"$23,000"
Gasoline,2009.0,16.0,"$27,000"
Gasoline,2021.0,4.0,"$76,400"
Gasoline,2007.0,18.0,"$3,600"
Gasoline,2021.0,4.0,"$31,000"
Gasoline,2016.0,9.0,"$50,000"
Gasoline,2022.0,3.0,"$46,798"
Diesel,2015.0,10.0,"$35,000"
Gasoline,2016.0,9.0,"$41,000"
Gasoline,2022.0,3.0,"$83,000"
Gasoline,2011.0,14.0,"$10,500"
Gasoline,2022.0,3.0,"$46,999"
Gasoline,2001.0,24.0,"$7,500"
Gasoline,2022.0,3.0,"$33,498"
Gasoline,2013.0,12.0,"$14,000"
Gasoline,2013.0,12.0,"$7,500"
Gasoline,2016.0,9.0,"$21,500"
Gasoline,2009.0,16.0,"$9,250"
Gasoline,2014.0,11.0,"$82,499"
Gasoline,2023.0,2.0,"$84,620"
Gasoline,2021.0,4.0,"$44,950"
Gasoline,2022.0,3.0,"$46,599"
Gasoline,2020.0,5.0,"$49,895"
–,2017.0,8.0,"$10,000"
Hybrid,2011.0,14.0,"$4,500"
Gasoline,2016.0,9.0,"$21,990"
Gasoline,2004.0,21.0,"$10,500"
Hybrid,2017.0,8.0,"$18,500"
Gasoline,2018.0,7.0,"$36,500"
E85 Flex Fuel,2015.0,10.0,"$44,850"
Gasoline,2018.0,7.0,"$33,500"
Diesel,2017.0,8.0,"$53,000"
Gasoline,2018.0,7.0,"$24,000"
Gasoline,2014.0,11.0,"$9,995"
Gasoline,2012.0,13.0,"$30,000"
Gasoline,2021.0,4.0,"$37,999"
Gasoline,2013.0,12.0,"$67,000"
Gasoline,2019.0,6.0,"$46,900"
Gasoline,2021.0,4.0,"$33,295"
Gasoline,2022.0,3.0,"$59,950"
Gasoline,2021.0,4.0,"$209,000"
Gasoline,2021.0,4.0,"$72,500"
Gasoline,2013.0,12.0,"$66,400"
E85 Flex Fuel,2018.0,7.0,"$35,000"
Gasoline,2004.0,21.0,"$12,000"
Gasoline,2008.0,17.0,"$10,000"
Gasoline,2007.0,18.0,"$19,975"
Gasoline,2010.0,15.0,"$7,500"
Gasoline,2012.0,13.0,"$22,500"
Gasoline,2020.0,5.0,"$28,300"
Gasoline,2013.0,12.0,"$21,000"
Gasoline,2021.0,4.0,"$36,791"
Diesel,2017.0,8.0,"$40,000"
Gasoline,2014.0,11.0,"$36,000"
Gasoline,2020.0,5.0,"$29,000"
Gasoline,2014.0,11.0,"$24,999"
Gasoline,2019.0,6.0,"$42,900"
Gasoline,2020.0,5.0,"$27,671"
Gasoline,2020.0,5.0,"$30,427"
Gasoline,2020.0,5.0,"$44,900"
Gasoline,2013.0,12.0,"$17,900"
Hybrid,2021.0,4.0,"$52,000"
Gasoline,2014.0,11.0,"$14,750"
Diesel,2020.0,5.0,"$69,900"
Gasoline,2004.0,21.0,"$3,990"
Gasoline,2021.0,4.0,"$59,000"
Gasoline,2013.0,12.0,"$7,850"
Gasoline,2015.0,10.0,"$16,000"
Gasoline,2022.0,3.0,"$64,500"
Gasoline,2019.0,6.0,"$29,500"
Gasoline,2015.0,10.0,"$17,900"
Diesel,2017.0,8.0,"$61,000"
Gasoline,2006.0,19.0,"$43,000"
Gasoline,2022.0,3.0,"$38,298"
–,1993.0,32.0,"$21,900"
Gasoline,2018.0,7.0,"$188,900"
Gasoline,2005.0,20.0,"$16,500"
Gasoline,2022.0,3.0,"$43,000"
Plug-In Hybrid,2021.0,4.0,"$44,900"
Gasoline,2016.0,9.0,"$22,000"
Gasoline,2014.0,11.0,"$18,995"
Gasoline,2012.0,13.0,"$15,000"
Gasoline,2012.0,13.0,"$19,999"
Gasoline,2012.0,13.0,"$11,200"
Gasoline,2018.0,7.0,"$38,095"
Gasoline,2007.0,18.0,"$5,900"
Gasoline,2011.0,14.0,"$9,000"
Gasoline,2017.0,8.0,"$24,500"
Gasoline,2012.0,13.0,"$13,750"
Diesel,2015.0,10.0,"$52,500"
Gasoline,2005.0,20.0,"$7,899"
Gasoline,2011.0,14.0,"$51,000"
E85 Flex Fuel,2010.0,15.0,"$9,000"
E85 Flex Fuel,2019.0,6.0,"$34,600"
Gasoline,2020.0,5.0,"$46,199"
Gasoline,2007.0,18.0,"$5,200"
Diesel,2016.0,9.0,"$32,500"
Gasoline,2010.0,15.0,"$9,000"
Gasoline,2001.0,24.0,"$7,500"
Gasoline,2021.0,4.0,"$90,000"
Gasoline,2020.0,5.0,"$32,063"
Gasoline,2022.0,3.0,"$46,900"
Hybrid,2019.0,6.0,"$44,500"
Gasoline,2017.0,8.0,"$23,500"
Gasoline,2008.0,17.0,"$17,800"
Gasoline,2010.0,15.0,"$6,000"
Gasoline,2022.0,3.0,"$32,900"
Gasoline,2013.0,12.0,"$27,200"
Diesel,2021.0,4.0,"$76,598"
Gasoline,2009.0,16.0,"$12,000"
Gasoline,2018.0,7.0,"$51,499"
Hybrid,2021.0,4.0,"$42,700"
E85 Flex Fuel,2016.0,9.0,"$25,500"
Gasoline,2018.0,7.0,"$34,955"
Gasoline,2002.0,23.0,"$9,995"
Hybrid,2019.0,6.0,"$40,000"
Gasoline,2008.0,17.0,"$6,500"
Gasoline,2018.0,7.0,"$48,000"
Gasoline,2020.0,5.0,"$58,000"
Gasoline,2013.0,12.0,"$13,490"
Gasoline,2012.0,13.0,"$10,800"
Gasoline,2010.0,15.0,"$39,900"
Gasoline,2004.0,21.0,"$6,500"
E85 Flex Fuel,2012.0,13.0,"$12,900"
Gasoline,2004.0,21.0,"$6,000"
Diesel,2006.0,19.0,"$19,500"
Gasoline,2017.0,8.0,"$56,000"
Gasoline,2019.0,6.0,"$315,000"
Gasoline,2015.0,10.0,"$21,900"
Gasoline,2006.0,19.0,"$42,000"
Hybrid,2024.0,1.0,"$50,999"
Gasoline,2008.0,17.0,"$13,900"
Gasoline,2020.0,5.0,"$35,234"
E85 Flex Fuel,2012.0,13.0,"$16,500"
Gasoline,2010.0,15.0,"$22,000"
Gasoline,2008.0,17.0,"$15,900"
Gasoline,2017.0,8.0,"$24,000"
Gasoline,2021.0,4.0,"$44,605"
Gasoline,2017.0,8.0,"$215,000"
Gasoline,2021.0,4.0,"$90,000"
Gasoline,2019.0,6.0,"$34,700"
Gasoline,2016.0,9.0,"$25,221"
Gasoline,2016.0,9.0,"$24,999"
Gasoline,2007.0,18.0,"$40,999"
Gasoline,2008.0,17.0,"$15,500"
Gasoline,2007.0,18.0,"$18,000"
Gasoline,2020.0,5.0,"$26,000"
Gasoline,2019.0,6.0,"$21,250"
Gasoline,2009.0,16.0,"$12,950"
Gasoline,2014.0,11.0,"$18,700"
Gasoline,2018.0,7.0,"$35,000"
Diesel,2015.0,10.0,"$51,900"
Gasoline,2020.0,5.0,"$27,518"
Gasoline,2000.0,25.0,"$13,900"
Gasoline,2006.0,19.0,"$11,000"
Gasoline,2011.0,14.0,"$13,500"
Gasoline,2017.0,8.0,"$15,599"
Gasoline,2002.0,23.0,"$5,900"
Hybrid,2020.0,5.0,"$68,000"
Gasoline,2020.0,5.0,"$59,900"
Gasoline,2014.0,11.0,"$24,500"
Hybrid,2021.0,4.0,"$28,748"
Hybrid,2016.0,9.0,"$18,000"
Gasoline,2022.0,3.0,"$33,000"
Gasoline,2020.0,5.0,"$173,995"
Gasoline,2022.0,3.0,"$51,500"
E85 Flex Fuel,2016.0,9.0,"$30,000"
Gasoline,2022.0,3.0,"$37,698"
Gasoline,2020.0,5.0,"$36,750"
Gasoline,2017.0,8.0,"$24,700"
Gasoline,2019.0,6.0,"$57,999"
Gasoline,2021.0,4.0,"$39,979"
–,2012.0,13.0,"$33,500"
Gasoline,2012.0,13.0,"$7,500"
Gasoline,2022.0,3.0,"$31,000"
Gasoline,2021.0,4.0,"$116,999"
Gasoline,2012.0,13.0,"$15,900"
Gasoline,2005.0,20.0,"$15,500"
Gasoline,2015.0,10.0,"$132,900"
Gasoline,2008.0,17.0,"$7,000"
Gasoline,2008.0,17.0,"$28,000"
Gasoline,2007.0,18.0,"$75,499"
Hybrid,2020.0,5.0,"$70,000"
Plug-In Hybrid,2017.0,8.0,"$29,500"
Gasoline,2007.0,18.0,"$12,900"
Gasoline,2015.0,10.0,"$26,500"
Gasoline,2016.0,9.0,"$36,995"
E85 Flex Fuel,2018.0,7.0,"$33,000"
Gasoline,2018.0,7.0,"$35,500"
Gasoline,2020.0,5.0,"$32,000"
Diesel,2015.0,10.0,"$49,000"
Gasoline,2022.0,3.0,"$48,219"
Gasoline,2002.0,23.0,"$8,000"
Gasoline,2017.0,8.0,"$17,900"
E85 Flex Fuel,2015.0,10.0,"$16,000"
Gasoline,2003.0,22.0,"$2,899"
Gasoline,2017.0,8.0,"$97,555"
Gasoline,2015.0,10.0,"$13,000"
Gasoline,2018.0,7.0,"$34,000"
Hybrid,2021.0,4.0,"$75,500"
Gasoline,2023.0,2.0,"$274,900"
Gasoline,2000.0,25.0,"$15,500"
Gasoline,2011.0,14.0,"$8,000"
Gasoline,2001.0,24.0,"$18,000"
Gasoline,2020.0,5.0,"$25,495"
Gasoline,2023.0,2.0,"$83,500"
Gasoline,2006.0,19.0,"$43,000"
E85 Flex Fuel,2015.0,10.0,"$32,500"
Gasoline,2007.0,18.0,"$33,885"
Gasoline,2008.0,17.0,"$11,500"
Hybrid,2023.0,2.0,"$59,500"
Gasoline,2021.0,4.0,"$425,000"
Gasoline,2011.0,14.0,"$5,500"
Gasoline,2018.0,7.0,"$27,900"
Gasoline,2009.0,16.0,"$130,000"
Gasoline,2017.0,8.0,"$20,000"
Gasoline,2000.0,25.0,"$12,500"
Gasoline,1996.0,29.0,"$14,500"
Gasoline,2022.0,3.0,"$27,999"
Gasoline,2007.0,18.0,"$56,000"
Gasoline,2021.0,4.0,"$44,340"
Gasoline,2012.0,13.0,"$49,990"
Gasoline,2017.0,8.0,"$49,900"
Gasoline,2010.0,15.0,"$9,650"
Gasoline,2022.0,3.0,"$49,999"
Gasoline,2018.0,7.0,"$33,889"
Gasoline,2010.0,15.0,"$35,000"
Diesel,2018.0,7.0,"$29,998"
Gasoline,2021.0,4.0,"$28,500"
Gasoline,2016.0,9.0,"$31,300"
Gasoline,2022.0,3.0,"$38,978"
Gasoline,2023.0,2.0,"$92,888"
Gasoline,2022.0,3.0,"$64,000"
E85 Flex Fuel,2014.0,11.0,"$33,800"
Gasoline,2020.0,5.0,"$34,999"
Gasoline,2001.0,24.0,"$11,000"
Gasoline,2016.0,9.0,"$31,906"
Gasoline,2006.0,19.0,"$37,500"
Plug-In Hybrid,2019.0,6.0,"$79,950"
Gasoline,2000.0,25.0,"$2,300"
Gasoline,2001.0,24.0,"$12,850"
Gasoline,2018.0,7.0,"$43,775"
Gasoline,2018.0,7.0,"$24,900"
Gasoline,2018.0,7.0,"$39,848"
Gasoline,2014.0,11.0,"$24,900"
Gasoline,2015.0,10.0,"$17,900"
Diesel,2019.0,6.0,"$61,995"
Gasoline,2016.0,9.0,"$15,499"
Gasoline,2020.0,5.0,"$30,825"
Gasoline,2020.0,5.0,"$41,000"
Gasoline,2003.0,22.0,"$28,000"
Gasoline,2015.0,10.0,"$25,999"
Gasoline,2018.0,7.0,"$491,836"
Gasoline,2004.0,21.0,"$3,200"
Gasoline,2005.0,20.0,"$6,900"
Gasoline,2021.0,4.0,"$33,591"
Gasoline,2020.0,5.0,"$69,999"
Gasoline,2004.0,21.0,"$5,900"
Gasoline,2011.0,14.0,"$18,995"
Gasoline,2018.0,7.0,"$179,900"
Gasoline,1997.0,28.0,"$7,200"
Gasoline,2019.0,6.0,"$34,998"
Gasoline,2017.0,8.0,"$13,700"
Gasoline,2021.0,4.0,"$279,991"
Gasoline,2014.0,11.0,"$21,500"
Hybrid,2020.0,5.0,"$54,500"
Gasoline,1999.0,26.0,"$6,800"
Gasoline,2008.0,17.0,"$24,700"
Hybrid,2014.0,11.0,"$12,599"
Diesel,2015.0,10.0,"$35,000"
Gasoline,2018.0,7.0,"$27,950"
Gasoline,2019.0,6.0,"$34,500"
Gasoline,2015.0,10.0,"$17,000"
Gasoline,2005.0,20.0,"$17,500"
Gasoline,2014.0,11.0,"$17,900"
Gasoline,2016.0,9.0,"$37,500"
Gasoline,2006.0,19.0,"$21,750"
Gasoline,2020.0,5.0,"$34,645"
Gasoline,1997.0,28.0,"$6,000"
Gasoline,2021.0,4.0,"$38,998"
Gasoline,2021.0,4.0,"$85,950"
Gasoline,2012.0,13.0,"$6,000"
E85 Flex Fuel,2014.0,11.0,"$9,999"
Gasoline,2020.0,5.0,"$50,000"
Hybrid,2022.0,3.0,"$115,999"
Gasoline,2017.0,8.0,"$32,000"
Gasoline,2019.0,6.0,"$35,690"
Gasoline,2020.0,5.0,"$20,900"
Gasoline,2020.0,5.0,"$124,900"
Gasoline,2021.0,4.0,"$75,000"
Gasoline,2011.0,14.0,"$9,500"
Hybrid,2022.0,3.0,"$59,000"
Gasoline,2019.0,6.0,"$229,900"
Gasoline,2020.0,5.0,"$48,149"
Gasoline,2008.0,17.0,"$17,000"
not supported,2016.0,9.0,"$9,500"
Gasoline,2007.0,18.0,"$3,850"
–,2008.0,17.0,"$6,100"
Gasoline,2015.0,10.0,"$17,000"
Gasoline,2016.0,9.0,"$24,995"
E85 Flex Fuel,2012.0,13.0,"$5,949"
Gasoline,2023.0,2.0,"$149,000"
Gasoline,2021.0,4.0,"$136,900"
Diesel,2018.0,7.0,"$63,500"
Gasoline,2014.0,11.0,"$21,500"
Gasoline,2020.0,5.0,"$24,899"
Gasoline,2016.0,9.0,"$90,000"
Gasoline,2017.0,8.0,"$52,999"
Gasoline,2017.0,8.0,"$29,500"
Gasoline,2020.0,5.0,"$31,871"
Gasoline,2003.0,22.0,"$8,900"
Gasoline,2014.0,11.0,"$13,500"
Gasoline,2008.0,17.0,"$11,000"
Gasoline,2017.0,8.0,"$116,911"
Gasoline,2008.0,17.0,"$7,495"
Gasoline,2021.0,4.0,"$28,500"
Gasoline,2022.0,3.0,"$18,999"
Gasoline,2021.0,4.0,"$25,500"
Gasoline,2016.0,9.0,"$27,633"
Gasoline,2020.0,5.0,"$56,000"
Gasoline,2020.0,5.0,"$32,107"
Gasoline,2017.0,8.0,"$7,750"
Gasoline,2017.0,8.0,"$28,500"
Gasoline,2023.0,2.0,"$42,500"
Gasoline,2007.0,18.0,"$12,900"
Gasoline,2021.0,4.0,"$29,995"
Gasoline,2015.0,10.0,"$29,500"
Gasoline,2013.0,12.0,"$16,500"
Gasoline,2013.0,12.0,"$4,399"
Gasoline,2019.0,6.0,"$39,900"
E85 Flex Fuel,2011.0,14.0,"$16,000"
Gasoline,2023.0,2.0,"$70,000"
Gasoline,2022.0,3.0,"$89,000"
Gasoline,2013.0,12.0,"$11,000"
Gasoline,2014.0,11.0,"$21,500"
Gasoline,2012.0,13.0,"$15,995"
Gasoline,2019.0,6.0,"$43,860"
Gasoline,2016.0,9.0,"$10,500"
Gasoline,2016.0,9.0,"$12,999"
Gasoline,2008.0,17.0,"$3,850"
Gasoline,2004.0,21.0,"$9,500"
Gasoline,2022.0,3.0,"$234,000"
Diesel,2001.0,24.0,"$27,500"
Gasoline,2021.0,4.0,"$44,791"
Gasoline,2022.0,3.0,"$19,599"
Gasoline,2014.0,11.0,"$21,373"
Gasoline,2011.0,14.0,"$229,000"
Gasoline,2012.0,13.0,"$15,000"
Gasoline,2016.0,9.0,"$15,999"
Gasoline,2018.0,7.0,"$31,500"
Diesel,2004.0,21.0,"$9,200"
Gasoline,2006.0,19.0,"$8,500"
Gasoline,2019.0,6.0,"$30,000"
Gasoline,2015.0,10.0,"$19,000"
Gasoline,2014.0,11.0,"$9,000"
Gasoline,2019.0,6.0,"$25,500"
Gasoline,2013.0,12.0,"$17,500"
Gasoline,2017.0,8.0,"$8,500"
Gasoline,2020.0,5.0,"$32,500"
E85 Flex Fuel,2010.0,15.0,"$14,000"
Gasoline,2018.0,7.0,"$60,500"
Gasoline,2016.0,9.0,"$19,500"
Gasoline,2022.0,3.0,"$68,990"
Gasoline,1999.0,26.0,"$12,000"
Gasoline,2016.0,9.0,"$19,995"
Gasoline,2001.0,24.0,"$36,000"
Gasoline,2021.0,4.0,"$29,725"
Gasoline,2009.0,16.0,"$17,500"
Gasoline,2021.0,4.0,"$41,000"
Gasoline,2020.0,5.0,"$279,950"
E85 Flex Fuel,2007.0,18.0,"$4,800"
Hybrid,2022.0,3.0,"$47,000"
Gasoline,2018.0,7.0,"$44,900"
Gasoline,2019.0,6.0,"$14,980"
Gasoline,2019.0,6.0,"$26,000"
Gasoline,2008.0,17.0,"$34,000"
Gasoline,2022.0,3.0,"$46,000"
Gasoline,2008.0,17.0,"$129,000"
Hybrid,2012.0,13.0,"$15,995"
Gasoline,2008.0,17.0,"$6,800"
Gasoline,2019.0,6.0,"$32,300"
Gasoline,2021.0,4.0,"$25,215"
Gasoline,2004.0,21.0,"$8,500"
Gasoline,2016.0,9.0,"$18,999"
Gasoline,2004.0,21.0,"$22,000"
Gasoline,2008.0,17.0,"$37,000"
Gasoline,2017.0,8.0,"$28,900"
Gasoline,2020.0,5.0,"$37,998"
Gasoline,2014.0,11.0,"$7,500"
Gasoline,2014.0,11.0,"$24,850"
Gasoline,2023.0,2.0,"$60,000"
Gasoline,2014.0,11.0,"$15,750"
E85 Flex Fuel,2013.0,12.0,"$18,800"
Gasoline,2022.0,3.0,"$61,998"
Gasoline,2014.0,11.0,"$27,999"
Hybrid,2019.0,6.0,"$48,000"
Gasoline,2019.0,6.0,"$34,000"
Gasoline,2019.0,6.0,"$39,857"
Gasoline,2015.0,10.0,"$11,500"
Hybrid,2022.0,3.0,"$28,000"
Gasoline,2006.0,19.0,"$22,000"
Gasoline,2023.0,2.0,"$40,995"
E85 Flex Fuel,2015.0,10.0,"$17,000"
Gasoline,2010.0,15.0,"$4,500"
Gasoline,2006.0,19.0,"$7,500"
Gasoline,2022.0,3.0,"$399,950"
Diesel,2021.0,4.0,"$69,995"
Gasoline,2011.0,14.0,"$12,000"
Gasoline,2016.0,9.0,"$78,000"
Gasoline,2013.0,12.0,"$19,795"
Hybrid,2018.0,7.0,"$23,400"
Gasoline,2012.0,13.0,"$9,000"
Gasoline,2016.0,9.0,"$13,800"
Gasoline,2013.0,12.0,"$65,900"
Plug-In Hybrid,2014.0,11.0,"$11,800"
Diesel,2019.0,6.0,"$50,000"
Gasoline,2019.0,6.0,"$55,900"
Gasoline,2020.0,5.0,"$112,500"
Gasoline,2011.0,14.0,"$23,500"
Gasoline,2019.0,6.0,"$30,599"
Gasoline,2019.0,6.0,"$19,290"
Gasoline,2005.0,20.0,"$11,000"
Gasoline,2002.0,23.0,"$11,000"
Gasoline,2006.0,19.0,"$15,900"
Gasoline,2013.0,12.0,"$27,450"
Gasoline,2013.0,12.0,"$19,999"
Gasoline,2009.0,16.0,"$79,995"
Gasoline,2020.0,5.0,"$16,995"
Gasoline,2004.0,21.0,"$23,500"
Gasoline,2018.0,7.0,"$20,900"
Gasoline,2022.0,3.0,"$45,999"
Gasoline,2023.0,2.0,"$40,200"
E85 Flex Fuel,2020.0,5.0,"$44,000"
Gasoline,2013.0,12.0,"$15,999"
Gasoline,2021.0,4.0,"$38,500"
Hybrid,2023.0,2.0,"$51,598"
Gasoline,2020.0,5.0,"$21,000"
Hybrid,2019.0,6.0,"$42,500"
Gasoline,2004.0,21.0,"$4,000"
Gasoline,2017.0,8.0,"$17,238"
Gasoline,2022.0,3.0,"$53,500"
Hybrid,2019.0,6.0,"$44,870"
Gasoline,2020.0,5.0,"$79,900"
Gasoline,2014.0,11.0,"$10,998"
Gasoline,2017.0,8.0,"$21,000"
Gasoline,2020.0,5.0,"$23,625"
Gasoline,2018.0,7.0,"$29,950"
Gasoline,2011.0,14.0,"$4,700"
Gasoline,2015.0,10.0,"$37,000"
Gasoline,2020.0,5.0,"$19,000"
E85 Flex Fuel,2018.0,7.0,"$35,000"
Hybrid,2021.0,4.0,"$23,999"
Gasoline,2019.0,6.0,"$36,750"
Gasoline,2018.0,7.0,"$41,500"
Gasoline,2008.0,17.0,"$14,500"
Diesel,2021.0,4.0,"$73,000"
Gasoline,2005.0,20.0,"$9,000"
Gasoline,2013.0,12.0,"$26,900"
Plug-In Hybrid,2022.0,3.0,"$32,850"
Gasoline,2018.0,7.0,"$26,691"
E85 Flex Fuel,2016.0,9.0,"$24,350"
Gasoline,2016.0,9.0,"$22,495"
Gasoline,2019.0,6.0,"$26,000"
Gasoline,2010.0,15.0,"$38,000"
Diesel,2015.0,10.0,"$45,000"
Gasoline,2005.0,20.0,"$5,000"
Gasoline,2015.0,10.0,"$185,500"
Gasoline,2007.0,18.0,"$7,450"
Gasoline,2011.0,14.0,"$13,599"
Gasoline,2017.0,8.0,"$37,000"
Gasoline,1999.0,26.0,"$9,000"
Gasoline,2005.0,20.0,"$8,500"
Gasoline,2013.0,12.0,"$26,500"
Gasoline,2016.0,9.0,"$41,999"
Gasoline,2021.0,4.0,"$25,998"
Gasoline,2018.0,7.0,"$51,000"
Gasoline,2018.0,7.0,"$49,999"
Gasoline,2018.0,7.0,"$20,900"
Gasoline,2020.0,5.0,"$21,000"
Gasoline,2019.0,6.0,"$25,498"
Gasoline,2015.0,10.0,"$31,000"
Gasoline,2016.0,9.0,"$18,500"
Gasoline,2023.0,2.0,"$46,000"
Gasoline,2013.0,12.0,"$22,800"
Gasoline,2012.0,13.0,"$12,900"
Gasoline,2006.0,19.0,"$4,500"
Gasoline,2016.0,9.0,"$27,000"
Gasoline,2017.0,8.0,"$20,000"
Gasoline,2021.0,4.0,"$28,991"
Gasoline,2013.0,12.0,"$24,500"
Gasoline,2019.0,6.0,"$31,000"
Gasoline,2013.0,12.0,"$26,000"
Gasoline,2013.0,12.0,"$59,000"
Gasoline,2000.0,25.0,"$2,500"
Gasoline,2016.0,9.0,"$14,995"
Gasoline,2021.0,4.0,"$48,500"
Gasoline,2021.0,4.0,"$32,085"
Gasoline,2011.0,14.0,"$12,000"
Gasoline,2012.0,13.0,"$19,470"
Gasoline,2008.0,17.0,"$17,000"
Gasoline,2005.0,20.0,"$12,499"
Gasoline,2012.0,13.0,"$9,750"
–,1996.0,29.0,"$75,000"
Hybrid,2022.0,3.0,"$41,500"
Gasoline,2018.0,7.0,"$32,000"
Gasoline,2002.0,23.0,"$21,000"
–,1993.0,32.0,"$2,500"
Gasoline,2008.0,17.0,"$34,500"
Gasoline,2016.0,9.0,"$17,995"
Gasoline,2023.0,2.0,"$193,063"
Gasoline,2001.0,24.0,"$6,500"
Gasoline,2017.0,8.0,"$26,500"
Gasoline,2014.0,11.0,"$18,900"
Gasoline,2020.0,5.0,"$56,000"
Gasoline,2007.0,18.0,"$4,200"
Gasoline,2021.0,4.0,"$33,687"
Gasoline,2016.0,9.0,"$27,500"
Gasoline,2004.0,21.0,"$8,550"
Gasoline,2018.0,7.0,"$42,950"
Gasoline,2000.0,25.0,"$15,400"
Gasoline,2015.0,10.0,"$22,000"
Gasoline,2017.0,8.0,"$21,500"
Gasoline,2018.0,7.0,"$24,999"
Gasoline,2012.0,13.0,"$9,950"
Gasoline,2018.0,7.0,"$26,000"
Gasoline,2000.0,25.0,"$26,900"
Diesel,2023.0,2.0,"$65,000"
Gasoline,2019.0,6.0,"$32,750"
Gasoline,2016.0,9.0,"$12,750"
Gasoline,2017.0,8.0,"$13,000"
Hybrid,2014.0,11.0,"$16,000"
Gasoline,2013.0,12.0,"$14,500"
Gasoline,2018.0,7.0,"$23,750"
Gasoline,2015.0,10.0,"$11,600"
Gasoline,2019.0,6.0,"$26,990"
–,2000.0,25.0,"$10,000"
E85 Flex Fuel,2016.0,9.0,"$15,500"
Gasoline,2016.0,9.0,"$34,900"
Gasoline,2007.0,18.0,"$9,999"
Gasoline,2012.0,13.0,"$8,500"
Gasoline,2010.0,15.0,"$10,700"
Gasoline,2020.0,5.0,"$40,000"
Gasoline,2023.0,2.0,"$101,999"
Gasoline,2019.0,6.0,"$44,500"
Gasoline,2021.0,4.0,"$52,590"
Gasoline,2016.0,9.0,"$17,500"
Gasoline,2022.0,3.0,"$131,000"
Gasoline,2019.0,6.0,"$33,700"
Gasoline,2022.0,3.0,"$55,000"
Hybrid,2014.0,11.0,"$13,310"
Gasoline,2018.0,7.0,"$34,995"
Gasoline,2013.0,12.0,"$20,800"
Gasoline,2016.0,9.0,"$16,000"
Gasoline,2021.0,4.0,"$33,290"
Gasoline,2019.0,6.0,"$39,900"
E85 Flex Fuel,2013.0,12.0,"$9,500"
Gasoline,2011.0,14.0,"$7,000"
Gasoline,2020.0,5.0,"$46,995"
Gasoline,2011.0,14.0,"$12,400"
Gasoline,2020.0,5.0,"$53,000"
Diesel,2011.0,14.0,"$29,800"
Gasoline,2017.0,8.0,"$26,000"
Gasoline,2015.0,10.0,"$84,999"
Gasoline,2022.0,3.0,"$69,999"
Gasoline,2013.0,12.0,"$6,900"
Gasoline,2019.0,6.0,"$12,000"
–,1994.0,31.0,"$9,000"
Gasoline,2014.0,11.0,"$15,000"
