fuel_type,manufacturing_year,vehicle_age,pricein_lakhs
Gasoline,2023.0,2.0,"$43,499"
Gasoline,2021.0,4.0,"$22,995"
Gasoline,2005.0,20.0,"$7,850"
Gasoline,2015.0,10.0,"$18,300"
Gasoline,2014.0,11.0,"$78,500"
Gasoline,2015.0,10.0,"$29,900"
Gasoline,2023.0,2.0,"$119,500"
Plug-In Hybrid,2017.0,8.0,"$24,950"
Gasoline,2017.0,8.0,"$22,500"
Gasoline,2002.0,23.0,"$6,500"
Gasoline,2023.0,2.0,"$84,900"
Hybrid,2022.0,3.0,"$66,998"
Gasoline,2007.0,18.0,"$15,750"
Gasoline,2014.0,11.0,"$17,000"
Gasoline,2012.0,13.0,"$17,000"
Gasoline,2006.0,19.0,"$6,500"
Hybrid,2023.0,2.0,"$75,000"
Hybrid,2022.0,3.0,"$52,000"
Gasoline,2013.0,12.0,"$13,500"
Gasoline,2009.0,16.0,"$15,500"
Gasoline,2021.0,4.0,"$94,998"
Hybrid,2023.0,2.0,"$44,000"
Gasoline,2013.0,12.0,"$13,900"
Hybrid,2021.0,4.0,"$63,598"
Gasoline,2016.0,9.0,"$23,999"
Gasoline,2019.0,6.0,"$24,998"
Gasoline,2020.0,5.0,"$34,645"
Gasoline,2004.0,21.0,"$10,500"
Gasoline,2022.0,3.0,"$132,998"
Gasoline,2022.0,3.0,"$48,000"
Gasoline,2018.0,7.0,"$26,500"
Gasoline,2019.0,6.0,"$57,850"
Gasoline,2015.0,10.0,"$45,950"
Gasoline,2017.0,8.0,"$24,840"
Gasoline,2016.0,9.0,"$19,000"
Gasoline,2021.0,4.0,"$101,000"
Gasoline,2012.0,13.0,"$19,000"
Gasoline,2019.0,6.0,"$65,998"
Gasoline,2019.0,6.0,"$20,708"
Gasoline,2014.0,11.0,"$17,995"
Gasoline,2010.0,15.0,"$69,995"
Gasoline,2008.0,17.0,"$8,400"
Gasoline,2018.0,7.0,"$35,000"
Gasoline,2010.0,15.0,"$6,000"
Gasoline,2010.0,15.0,"$13,888"
Gasoline,2005.0,20.0,"$7,200"
Gasoline,2011.0,14.0,"$21,900"
Plug-In Hybrid,2023.0,2.0,"$41,000"
Gasoline,2011.0,14.0,"$34,950"
Hybrid,2023.0,2.0,"$46,000"
Gasoline,2022.0,3.0,"$99,000"
Gasoline,2020.0,5.0,"$28,590"
Gasoline,2018.0,7.0,"$62,000"
Gasoline,2015.0,10.0,"$26,950"
Gasoline,2014.0,11.0,"$29,000"
Gasoline,2021.0,4.0,"$59,203"
Gasoline,2014.0,11.0,"$39,985"
Gasoline,2017.0,8.0,"$210,000"
Gasoline,2022.0,3.0,"$68,995"
Gasoline,2021.0,4.0,"$81,900"
Gasoline,2015.0,10.0,"$31,900"
Gasoline,2023.0,2.0,"$81,000"
Gasoline,2018.0,7.0,"$25,000"
Gasoline,2003.0,22.0,"$13,850"
Gasoline,2015.0,10.0,"$15,550"
Diesel,2023.0,2.0,"$123,999"
Gasoline,2018.0,7.0,"$19,190"
Gasoline,2023.0,2.0,"$35,000"
Gasoline,2023.0,2.0,"$98,900"
Gasoline,2021.0,4.0,"$28,500"
Gasoline,2017.0,8.0,"$20,900"
Gasoline,2008.0,17.0,"$14,500"
Gasoline,2013.0,12.0,"$12,000"
Gasoline,2008.0,17.0,"$63,000"
Gasoline,2020.0,5.0,"$47,598"
E85 Flex Fuel,2018.0,7.0,"$32,000"
Gasoline,2021.0,4.0,"$52,000"
E85 Flex Fuel,2011.0,14.0,"$16,000"
Hybrid,2021.0,4.0,"$60,000"
Hybrid,2019.0,6.0,"$42,500"
Gasoline,2015.0,10.0,"$18,200"
Gasoline,2017.0,8.0,"$32,000"
Gasoline,2023.0,2.0,"$47,124"
Gasoline,2020.0,5.0,"$175,000"
Gasoline,2011.0,14.0,"$10,400"
Gasoline,2021.0,4.0,"$68,000"
Gasoline,2017.0,8.0,"$37,995"
Gasoline,2017.0,8.0,"$42,000"
Gasoline,2018.0,7.0,"$36,000"
Gasoline,2014.0,11.0,"$42,500"
Gasoline,2005.0,20.0,"$7,100"
Gasoline,2019.0,6.0,"$28,500"
Gasoline,2007.0,18.0,"$6,950"
Diesel,2018.0,7.0,"$36,500"
Gasoline,2021.0,4.0,"$54,599"
Gasoline,2017.0,8.0,"$35,000"
Gasoline,2017.0,8.0,"$46,500"
Gasoline,2017.0,8.0,"$53,500"
Hybrid,2022.0,3.0,"$29,000"
Gasoline,2016.0,9.0,"$22,000"
Gasoline,2009.0,16.0,"$6,999"
Hybrid,2015.0,10.0,"$19,977"
Gasoline,2011.0,14.0,"$20,990"
Gasoline,2009.0,16.0,"$4,750"
Gasoline,2019.0,6.0,"$28,590"
Gasoline,2014.0,11.0,"$15,000"
Gasoline,2017.0,8.0,"$20,500"
Gasoline,2021.0,4.0,"$38,405"
Gasoline,2016.0,9.0,"$17,495"
Gasoline,2002.0,23.0,"$7,500"
Gasoline,2019.0,6.0,"$43,000"
Gasoline,2021.0,4.0,"$58,998"
Gasoline,2022.0,3.0,"$39,998"
Gasoline,2020.0,5.0,"$29,645"
Gasoline,2005.0,20.0,"$6,500"
Gasoline,2004.0,21.0,"$23,000"
Gasoline,2015.0,10.0,"$12,700"
Gasoline,2018.0,7.0,"$30,000"
Hybrid,2019.0,6.0,"$50,000"
Gasoline,2008.0,17.0,"$10,099"
Gasoline,2018.0,7.0,"$64,000"
Gasoline,2021.0,4.0,"$36,969"
Gasoline,2023.0,2.0,"$78,999"
Gasoline,2017.0,8.0,"$36,000"
Diesel,2019.0,6.0,"$55,000"
Gasoline,2022.0,3.0,"$259,500"
Gasoline,2017.0,8.0,"$33,000"
Gasoline,2019.0,6.0,"$28,000"
Gasoline,2012.0,13.0,"$23,500"
Diesel,2008.0,17.0,"$12,240"
Gasoline,2003.0,22.0,"$15,500"
E85 Flex Fuel,2021.0,4.0,"$57,000"
Gasoline,2013.0,12.0,"$15,500"
Gasoline,2022.0,3.0,"$38,698"
Gasoline,2006.0,19.0,"$24,950"
E85 Flex Fuel,2014.0,11.0,"$15,000"
Gasoline,2008.0,17.0,"$6,000"
Gasoline,2016.0,9.0,"$68,500"
Gasoline,2022.0,3.0,"$41,299"
Gasoline,2004.0,21.0,"$8,250"
Gasoline,2023.0,2.0,"$125,900"
Gasoline,2014.0,11.0,"$44,900"
Gasoline,2022.0,3.0,"$28,906"
Gasoline,2010.0,15.0,"$28,600"
Hybrid,2021.0,4.0,"$49,999"
E85 Flex Fuel,2010.0,15.0,"$19,500"
Gasoline,2020.0,5.0,"$27,800"
Gasoline,2023.0,2.0,"$40,655"
Hybrid,2022.0,3.0,"$35,850"
Gasoline,2020.0,5.0,"$35,273"
Gasoline,2001.0,24.0,"$4,300"
Gasoline,2019.0,6.0,"$38,500"
–,1974.0,51.0,"$115,000"
Gasoline,2022.0,3.0,"$44,998"
Gasoline,2020.0,5.0,"$18,000"
Gasoline,2015.0,10.0,"$11,900"
Gasoline,2009.0,16.0,"$4,500"
Gasoline,2016.0,9.0,"$11,970"
Gasoline,2017.0,8.0,"$25,900"
Gasoline,2019.0,6.0,"$27,500"
E85 Flex Fuel,2015.0,10.0,"$14,998"
Gasoline,2016.0,9.0,"$16,800"
Gasoline,2011.0,14.0,"$22,450"
Gasoline,2021.0,4.0,"$28,998"
Plug-In Hybrid,2018.0,7.0,"$30,750"
Gasoline,2003.0,22.0,"$11,900"
Gasoline,2003.0,22.0,"$12,499"
Gasoline,2020.0,5.0,"$36,500"
Gasoline,2012.0,13.0,"$14,490"
Gasoline,2007.0,18.0,"$21,900"
Gasoline,2020.0,5.0,"$71,995"
Hybrid,2022.0,3.0,"$56,900"
Hybrid,2021.0,4.0,"$83,598"
Gasoline,2022.0,3.0,"$48,190"
Gasoline,2013.0,12.0,"$35,999"
Gasoline,2007.0,18.0,"$12,000"
Gasoline,2017.0,8.0,"$16,500"
Hybrid,2019.0,6.0,"$36,000"
Gasoline,2022.0,3.0,"$98,900"
Gasoline,2023.0,2.0,"$84,645"
Gasoline,1999.0,26.0,"$36,950"
Gasoline,2018.0,7.0,"$41,900"
Gasoline,2021.0,4.0,"$39,650"
Gasoline,2015.0,10.0,"$19,000"
Diesel,2021.0,4.0,"$45,000"
Gasoline,2014.0,11.0,"$17,498"
Gasoline,2015.0,10.0,"$19,750"
Gasoline,2013.0,12.0,"$23,000"
Gasoline,2005.0,20.0,"$12,000"
Gasoline,2014.0,11.0,"$23,000"
Gasoline,2020.0,5.0,"$112,000"
Hybrid,2007.0,18.0,"$9,250"
Gasoline,2016.0,9.0,"$12,500"
Gasoline,2021.0,4.0,"$36,999"
Diesel,2017.0,8.0,"$41,000"
Diesel,2014.0,11.0,"$40,500"
Gasoline,2013.0,12.0,"$15,900"
Gasoline,2018.0,7.0,"$54,999"
Gasoline,2003.0,22.0,"$24,500"
Gasoline,2022.0,3.0,"$26,599"
Gasoline,2005.0,20.0,"$2,800"
E85 Flex Fuel,2013.0,12.0,"$22,000"
Gasoline,2018.0,7.0,"$52,000"
Gasoline,2016.0,9.0,"$25,950"
Gasoline,2019.0,6.0,"$18,795"
Gasoline,2019.0,6.0,"$43,999"
Gasoline,2010.0,15.0,"$5,900"
Gasoline,2011.0,14.0,"$37,000"
Gasoline,2016.0,9.0,"$28,000"
Gasoline,2022.0,3.0,"$25,500"
Gasoline,2009.0,16.0,"$59,400"
Gasoline,2022.0,3.0,"$217,950"
Gasoline,2022.0,3.0,"$197,750"
Gasoline,2018.0,7.0,"$106,798"
Gasoline,2016.0,9.0,"$29,950"
Gasoline,2011.0,14.0,"$4,000"
Gasoline,2018.0,7.0,"$25,500"
Gasoline,2020.0,5.0,"$22,749"
Gasoline,2013.0,12.0,"$12,990"
Gasoline,2014.0,11.0,"$25,980"
–,2010.0,15.0,"$17,000"
Gasoline,2020.0,5.0,"$199,995"
Gasoline,2020.0,5.0,"$104,500"
Gasoline,2013.0,12.0,"$35,500"
Gasoline,2018.0,7.0,"$49,500"
Diesel,2021.0,4.0,"$49,883"
Gasoline,2010.0,15.0,"$14,900"
Gasoline,2020.0,5.0,"$38,500"
Gasoline,2018.0,7.0,"$28,251"
E85 Flex Fuel,2019.0,6.0,"$33,242"
Hybrid,2023.0,2.0,"$76,373"
Gasoline,2018.0,7.0,"$68,000"
Gasoline,2022.0,3.0,"$25,099"
Gasoline,2016.0,9.0,"$15,998"
Diesel,2015.0,10.0,"$34,000"
Gasoline,2020.0,5.0,"$31,900"
Gasoline,2016.0,9.0,"$166,900"
Gasoline,2019.0,6.0,"$67,900"
Gasoline,2013.0,12.0,"$18,750"
Gasoline,2009.0,16.0,"$18,500"
Gasoline,2019.0,6.0,"$30,890"
Gasoline,2022.0,3.0,"$46,787"
Gasoline,2022.0,3.0,"$79,999"
Gasoline,2015.0,10.0,"$62,500"
Gasoline,2017.0,8.0,"$27,000"
Hybrid,2020.0,5.0,"$50,000"
Gasoline,2017.0,8.0,"$20,989"
Gasoline,2018.0,7.0,"$8,500"
Hybrid,2020.0,5.0,"$75,500"
Gasoline,2023.0,2.0,"$62,999"
Gasoline,2012.0,13.0,"$38,995"
Gasoline,2008.0,17.0,"$13,500"
Gasoline,2022.0,3.0,"$29,998"
Gasoline,2014.0,11.0,"$11,500"
Gasoline,2021.0,4.0,"$45,899"
Gasoline,2023.0,2.0,"$74,500"
Gasoline,2017.0,8.0,"$78,000"
Gasoline,2005.0,20.0,"$14,900"
Gasoline,2017.0,8.0,"$39,750"
Gasoline,2023.0,2.0,"$40,000"
Gasoline,2005.0,20.0,"$26,000"
Gasoline,2014.0,11.0,"$34,000"
Gasoline,2017.0,8.0,"$17,500"
Gasoline,2015.0,10.0,"$19,780"
Gasoline,2021.0,4.0,"$93,500"
Gasoline,2010.0,15.0,"$72,999"
Gasoline,2018.0,7.0,"$31,000"
Gasoline,2020.0,5.0,"$54,500"
Gasoline,2018.0,7.0,"$27,000"
Gasoline,2010.0,15.0,"$18,500"
Gasoline,2019.0,6.0,"$51,899"
Gasoline,2005.0,20.0,"$20,995"
Gasoline,2014.0,11.0,"$19,750"
Gasoline,2016.0,9.0,"$21,400"
Gasoline,2019.0,6.0,"$649,999"
Gasoline,2003.0,22.0,"$10,500"
Hybrid,2023.0,2.0,"$78,900"
Hybrid,2020.0,5.0,"$74,900"
Gasoline,2022.0,3.0,"$42,599"
Gasoline,2015.0,10.0,"$36,000"
Gasoline,2013.0,12.0,"$37,500"
Gasoline,2022.0,3.0,"$43,900"
Hybrid,2023.0,2.0,"$143,998"
Gasoline,2011.0,14.0,"$14,000"
Gasoline,2012.0,13.0,"$7,000"
Gasoline,2019.0,6.0,"$41,995"
Gasoline,2009.0,16.0,"$12,500"
Gasoline,1998.0,27.0,"$10,300"
Gasoline,2012.0,13.0,"$17,500"
–,2019.0,6.0,"$50,000"
Gasoline,2018.0,7.0,"$63,998"
Hybrid,2021.0,4.0,"$61,059"
Gasoline,2015.0,10.0,"$23,000"
Gasoline,2017.0,8.0,"$21,000"
Gasoline,2020.0,5.0,"$29,900"
Gasoline,2011.0,14.0,"$28,000"
Gasoline,2017.0,8.0,"$16,000"
Gasoline,2018.0,7.0,"$64,000"
Gasoline,2022.0,3.0,"$238,900"
Hybrid,2023.0,2.0,"$90,000"
Gasoline,2020.0,5.0,"$84,900"
Gasoline,2011.0,14.0,"$30,999"
Gasoline,2020.0,5.0,"$64,500"
E85 Flex Fuel,2012.0,13.0,"$4,500"
Gasoline,2016.0,9.0,"$25,995"
Gasoline,2019.0,6.0,"$99,750"
Gasoline,2020.0,5.0,"$142,998"
Gasoline,2022.0,3.0,"$45,861"
Gasoline,2020.0,5.0,"$187,900"
Gasoline,2006.0,19.0,"$57,000"
Gasoline,2013.0,12.0,"$24,000"
Gasoline,2012.0,13.0,"$10,000"
Gasoline,2022.0,3.0,"$46,000"
Hybrid,2022.0,3.0,"$29,900"
Gasoline,2019.0,6.0,"$39,000"
Hybrid,2012.0,13.0,"$7,000"
Gasoline,2014.0,11.0,"$32,998"
Gasoline,2020.0,5.0,"$38,598"
Gasoline,2017.0,8.0,"$62,500"
Gasoline,2014.0,11.0,"$117,000"
Gasoline,2016.0,9.0,"$16,750"
Gasoline,2001.0,24.0,"$7,000"
Gasoline,2021.0,4.0,"$130,000"
Gasoline,2022.0,3.0,"$54,998"
Gasoline,2019.0,6.0,"$45,999"
Gasoline,2016.0,9.0,"$21,500"
Hybrid,2013.0,12.0,"$7,945"
Gasoline,2022.0,3.0,"$34,580"
Gasoline,2023.0,2.0,"$59,950"
Gasoline,2020.0,5.0,"$31,000"
Gasoline,2019.0,6.0,"$39,000"
Gasoline,2020.0,5.0,"$129,900"
Gasoline,2021.0,4.0,"$30,000"
Gasoline,2021.0,4.0,"$39,998"
Gasoline,2007.0,18.0,"$33,580"
Gasoline,2023.0,2.0,"$93,999"
Gasoline,2018.0,7.0,"$77,999"
Gasoline,2021.0,4.0,"$79,990"
Gasoline,2017.0,8.0,"$20,000"
Gasoline,2017.0,8.0,"$28,500"
E85 Flex Fuel,2017.0,8.0,"$39,998"
Gasoline,2022.0,3.0,"$43,329"
Hybrid,2023.0,2.0,"$63,100"
Gasoline,2023.0,2.0,"$107,900"
Gasoline,2018.0,7.0,"$26,498"
Diesel,2020.0,5.0,"$46,598"
Gasoline,2020.0,5.0,"$32,913"
Gasoline,2020.0,5.0,"$45,950"
Hybrid,2022.0,3.0,"$69,000"
Hybrid,2023.0,2.0,"$133,500"
Diesel,2015.0,10.0,"$54,000"
Gasoline,2007.0,18.0,"$7,999"
Gasoline,2017.0,8.0,"$489,995"
Gasoline,2021.0,4.0,"$55,329"
–,2016.0,9.0,"$17,800"
Gasoline,2019.0,6.0,"$16,500"
Gasoline,2018.0,7.0,"$59,000"
Hybrid,2021.0,4.0,"$52,998"
Gasoline,2004.0,21.0,"$14,900"
Gasoline,2012.0,13.0,"$19,600"
Hybrid,2017.0,8.0,"$31,990"
E85 Flex Fuel,2019.0,6.0,"$31,953"
Gasoline,2023.0,2.0,"$78,900"
Gasoline,2014.0,11.0,"$15,000"
Gasoline,2008.0,17.0,"$41,500"
Diesel,2010.0,15.0,"$26,095"
Gasoline,2016.0,9.0,"$16,999"
Gasoline,2009.0,16.0,"$21,500"
Gasoline,2023.0,2.0,"$40,750"
Gasoline,2013.0,12.0,"$26,000"
Gasoline,2020.0,5.0,"$69,500"
Gasoline,2023.0,2.0,"$66,500"
E85 Flex Fuel,2018.0,7.0,"$32,000"
–,2010.0,15.0,"$17,500"
–,2013.0,12.0,"$7,500"
E85 Flex Fuel,2013.0,12.0,"$13,500"
Gasoline,2013.0,12.0,"$35,999"
Gasoline,2022.0,3.0,"$48,995"
–,1992.0,33.0,"$11,500"
Gasoline,2005.0,20.0,"$6,000"
Gasoline,2011.0,14.0,"$9,900"
Gasoline,2020.0,5.0,"$28,500"
Gasoline,2014.0,11.0,"$19,000"
Gasoline,2019.0,6.0,"$34,500"
Gasoline,2019.0,6.0,"$44,495"
Gasoline,2019.0,6.0,"$30,999"
Gasoline,2015.0,10.0,"$9,500"
Gasoline,2011.0,14.0,"$4,500"
Gasoline,2019.0,6.0,"$33,500"
Gasoline,2003.0,22.0,"$4,199"
Gasoline,2021.0,4.0,"$54,800"
Hybrid,2022.0,3.0,"$81,500"
Gasoline,2018.0,7.0,"$28,000"
Gasoline,2019.0,6.0,"$52,999"
Gasoline,2008.0,17.0,"$5,700"
Gasoline,2006.0,19.0,"$6,995"
Gasoline,2019.0,6.0,"$49,998"
Gasoline,2018.0,7.0,"$25,999"
Gasoline,2011.0,14.0,"$7,700"
Gasoline,2018.0,7.0,"$29,497"
Gasoline,2010.0,15.0,"$17,000"
Gasoline,2012.0,13.0,"$20,199"
Gasoline,2015.0,10.0,"$16,250"
Gasoline,2015.0,10.0,"$59,598"
Hybrid,2023.0,2.0,"$31,113"
Gasoline,2010.0,15.0,"$20,900"
Gasoline,2016.0,9.0,"$27,750"
Gasoline,2016.0,9.0,"$18,750"
E85 Flex Fuel,2012.0,13.0,"$19,550"
Gasoline,2004.0,21.0,"$24,900"
Gasoline,2018.0,7.0,"$22,000"
Gasoline,2018.0,7.0,"$40,998"
Gasoline,2021.0,4.0,"$135,800"
Gasoline,2010.0,15.0,"$44,800"
Gasoline,2010.0,15.0,"$13,000"
Hybrid,2022.0,3.0,"$162,500"
Gasoline,2006.0,19.0,"$5,000"
Gasoline,2016.0,9.0,"$18,500"
Gasoline,2018.0,7.0,"$37,000"
Gasoline,2020.0,5.0,"$114,998"
–,1993.0,32.0,"$15,300"
Gasoline,2015.0,10.0,"$24,995"
Gasoline,2022.0,3.0,"$69,685"
Gasoline,2013.0,12.0,"$12,995"
Gasoline,2010.0,15.0,"$10,900"
Gasoline,2014.0,11.0,"$25,990"
Gasoline,2018.0,7.0,"$38,000"
Gasoline,2013.0,12.0,"$35,000"
Gasoline,2006.0,19.0,"$16,500"
Gasoline,2006.0,19.0,"$16,750"
Diesel,2002.0,23.0,"$5,000"
Gasoline,2011.0,14.0,"$17,000"
Gasoline,2023.0,2.0,"$109,900"
Gasoline,2016.0,9.0,"$489,000"
Hybrid,2023.0,2.0,"$81,998"
E85 Flex Fuel,2016.0,9.0,"$22,000"
Gasoline,2022.0,3.0,"$114,998"
Gasoline,2010.0,15.0,"$71,400"
Gasoline,2008.0,17.0,"$11,400"
Gasoline,2021.0,4.0,"$27,798"
Hybrid,2020.0,5.0,"$20,499"
Gasoline,2006.0,19.0,"$36,250"
Gasoline,2020.0,5.0,"$71,950"
Gasoline,2004.0,21.0,"$16,000"
Diesel,2021.0,4.0,"$69,998"
Gasoline,2023.0,2.0,"$32,500"
Gasoline,2019.0,6.0,"$33,500"
Gasoline,2020.0,5.0,"$80,998"
Gasoline,2015.0,10.0,"$29,000"
Gasoline,2016.0,9.0,"$14,599"
Gasoline,2014.0,11.0,"$19,990"
Gasoline,2017.0,8.0,"$28,890"
E85 Flex Fuel,2011.0,14.0,"$9,950"
Gasoline,2021.0,4.0,"$44,750"
Gasoline,2022.0,3.0,"$35,750"
Gasoline,2016.0,9.0,"$35,300"
Gasoline,2019.0,6.0,"$21,000"
Gasoline,2004.0,21.0,"$9,500"
Gasoline,2020.0,5.0,"$150,000"
Diesel,2012.0,13.0,"$24,000"
Gasoline,2022.0,3.0,"$42,999"
Gasoline,2003.0,22.0,"$5,700"
Gasoline,2012.0,13.0,"$13,800"
Gasoline,2018.0,7.0,"$31,500"
Gasoline,2012.0,13.0,"$19,500"
Gasoline,2015.0,10.0,"$52,590"
Gasoline,2020.0,5.0,"$128,900"
Gasoline,2023.0,2.0,"$51,500"
Hybrid,2023.0,2.0,"$61,998"
Gasoline,2018.0,7.0,"$67,000"
Gasoline,2022.0,3.0,"$67,963"
Gasoline,2020.0,5.0,"$49,427"
Gasoline,2022.0,3.0,"$43,389"
E85 Flex Fuel,2012.0,13.0,"$18,000"
Gasoline,2018.0,7.0,"$60,200"
E85 Flex Fuel,2009.0,16.0,"$19,500"
Gasoline,2005.0,20.0,"$19,000"
E85 Flex Fuel,2013.0,12.0,"$15,500"
Gasoline,2017.0,8.0,"$33,000"
Gasoline,2012.0,13.0,"$11,999"
Gasoline,2022.0,3.0,"$47,645"
Gasoline,2021.0,4.0,"$75,000"
Gasoline,2016.0,9.0,"$13,500"
Gasoline,2014.0,11.0,"$68,000"
Gasoline,2005.0,20.0,"$21,750"
Gasoline,2021.0,4.0,"$94,000"
Gasoline,2007.0,18.0,"$9,450"
Hybrid,2022.0,3.0,"$61,999"
Gasoline,2016.0,9.0,"$16,000"
Gasoline,2016.0,9.0,"$29,500"
Gasoline,2004.0,21.0,"$25,900"
Gasoline,2013.0,12.0,"$11,500"
Gasoline,2012.0,13.0,"$17,000"
Gasoline,2007.0,18.0,"$6,500"
Gasoline,2017.0,8.0,"$44,900"
Gasoline,2015.0,10.0,"$40,000"
Gasoline,2011.0,14.0,"$6,900"
Gasoline,2022.0,3.0,"$53,568"
Gasoline,2021.0,4.0,"$43,860"
Gasoline,2015.0,10.0,"$11,995"
Gasoline,2015.0,10.0,"$26,500"
Gasoline,2008.0,17.0,"$6,500"
Gasoline,2017.0,8.0,"$45,500"
Gasoline,2018.0,7.0,"$36,990"
Gasoline,2021.0,4.0,"$35,113"
Gasoline,2014.0,11.0,"$23,998"
Gasoline,2016.0,9.0,"$10,990"
Gasoline,2003.0,22.0,"$16,999"
Gasoline,2013.0,12.0,"$38,900"
Gasoline,2018.0,7.0,"$52,000"
Gasoline,2015.0,10.0,"$13,999"
Gasoline,1996.0,29.0,"$16,999"
Gasoline,2017.0,8.0,"$36,500"
Gasoline,2021.0,4.0,"$42,691"
Gasoline,2019.0,6.0,"$42,886"
Gasoline,2020.0,5.0,"$112,500"
Gasoline,2019.0,6.0,"$29,000"
Gasoline,2007.0,18.0,"$10,600"
Gasoline,2007.0,18.0,"$69,995"
Gasoline,2023.0,2.0,"$88,950"
Gasoline,2020.0,5.0,"$69,900"
Gasoline,2021.0,4.0,"$25,900"
Gasoline,2019.0,6.0,"$48,000"
Gasoline,2016.0,9.0,"$33,900"
Gasoline,2011.0,14.0,"$23,000"
Gasoline,2020.0,5.0,"$55,000"
Gasoline,2016.0,9.0,"$27,500"
Gasoline,2018.0,7.0,"$49,999"
Gasoline,2015.0,10.0,"$37,000"
Gasoline,2002.0,23.0,"$27,000"
Gasoline,2000.0,25.0,"$10,000"
Gasoline,2020.0,5.0,"$35,387"
Gasoline,2013.0,12.0,"$40,000"
Gasoline,2013.0,12.0,"$64,000"
Gasoline,2002.0,23.0,"$16,900"
Gasoline,2020.0,5.0,"$42,000"
Gasoline,2017.0,8.0,"$18,700"
Gasoline,2017.0,8.0,"$34,999"
Gasoline,2020.0,5.0,"$47,500"
Gasoline,2017.0,8.0,"$24,000"
Gasoline,2015.0,10.0,"$18,000"
Gasoline,2014.0,11.0,"$16,488"
Gasoline,2017.0,8.0,"$24,950"
Gasoline,2006.0,19.0,"$8,900"
–,2016.0,9.0,"$37,500"
Gasoline,2009.0,16.0,"$15,000"
Gasoline,2023.0,2.0,"$39,900"
Gasoline,2019.0,6.0,"$96,000"
Gasoline,2014.0,11.0,"$64,995"
Gasoline,2017.0,8.0,"$23,500"
Gasoline,2015.0,10.0,"$12,000"
Gasoline,2021.0,4.0,"$89,900"
Gasoline,2013.0,12.0,"$17,500"
Gasoline,2020.0,5.0,"$55,000"
Gasoline,2012.0,13.0,"$19,900"
Hybrid,2012.0,13.0,"$8,900"
Diesel,2022.0,3.0,"$67,500"
Gasoline,2018.0,7.0,"$24,325"
Gasoline,2004.0,21.0,"$22,500"
Gasoline,2014.0,11.0,"$11,495"
Gasoline,2016.0,9.0,"$49,900"
Gasoline,2018.0,7.0,"$40,900"
Gasoline,2015.0,10.0,"$16,000"
Gasoline,2015.0,10.0,"$44,999"
Gasoline,2003.0,22.0,"$55,000"
Hybrid,2012.0,13.0,"$8,500"
Gasoline,2012.0,13.0,"$18,955"
Gasoline,2000.0,25.0,"$2,500"
–,1995.0,30.0,"$6,500"
Gasoline,2012.0,13.0,"$21,500"
Gasoline,2018.0,7.0,"$38,598"
Gasoline,2021.0,4.0,"$49,500"
Gasoline,2012.0,13.0,"$12,000"
Diesel,2013.0,12.0,"$25,000"
Gasoline,2011.0,14.0,"$8,500"
Gasoline,2013.0,12.0,"$10,750"
Gasoline,2016.0,9.0,"$62,500"
Gasoline,2018.0,7.0,"$42,950"
Gasoline,2018.0,7.0,"$60,995"
Gasoline,2018.0,7.0,"$47,000"
Gasoline,2019.0,6.0,"$68,900"
Gasoline,2009.0,16.0,"$18,900"
Gasoline,2016.0,9.0,"$36,000"
Gasoline,2012.0,13.0,"$18,900"
Gasoline,2012.0,13.0,"$12,449"
Gasoline,2013.0,12.0,"$8,800"
Gasoline,2010.0,15.0,"$19,500"
Gasoline,2012.0,13.0,"$14,500"
Gasoline,2019.0,6.0,"$46,999"
Gasoline,2022.0,3.0,"$39,500"
Gasoline,2015.0,10.0,"$59,750"
Gasoline,2018.0,7.0,"$45,000"
Hybrid,2014.0,11.0,"$15,999"
Gasoline,2015.0,10.0,"$19,998"
Gasoline,2012.0,13.0,"$17,000"
Gasoline,2020.0,5.0,"$57,500"
Gasoline,2017.0,8.0,"$40,000"
Hybrid,2021.0,4.0,"$49,999"
Gasoline,2016.0,9.0,"$30,000"
Gasoline,2018.0,7.0,"$36,000"
Gasoline,2016.0,9.0,"$19,999"
Gasoline,1997.0,28.0,"$15,900"
Gasoline,2011.0,14.0,"$11,999"
Gasoline,2022.0,3.0,"$53,000"
Hybrid,2023.0,2.0,"$85,495"
Gasoline,2023.0,2.0,"$32,000"
Gasoline,2015.0,10.0,"$20,000"
Gasoline,2021.0,4.0,"$60,995"
Gasoline,2020.0,5.0,"$45,000"
Gasoline,2023.0,2.0,"$82,000"
Gasoline,2019.0,6.0,"$24,995"
Gasoline,2021.0,4.0,"$39,000"
Gasoline,2016.0,9.0,"$22,999"
Gasoline,2019.0,6.0,"$31,698"
Gasoline,2019.0,6.0,"$23,000"
Gasoline,2008.0,17.0,"$12,000"
Gasoline,2014.0,11.0,"$47,995"
Plug-In Hybrid,2022.0,3.0,"$54,599"
Gasoline,2020.0,5.0,"$64,800"
Gasoline,2011.0,14.0,"$16,000"
Gasoline,2004.0,21.0,"$24,999"
Gasoline,2021.0,4.0,"$51,800"
Gasoline,2011.0,14.0,"$20,000"
Diesel,2011.0,14.0,"$31,999"
Hybrid,2023.0,2.0,"$84,997"
Gasoline,2017.0,8.0,"$39,100"
–,1996.0,29.0,"$7,500"
Gasoline,2021.0,4.0,"$749,950"
Gasoline,2019.0,6.0,"$44,999"
Diesel,2018.0,7.0,"$50,000"
Gasoline,2007.0,18.0,"$17,900"
Gasoline,2019.0,6.0,"$42,000"
